x,y,z
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
161,61,15
