-46.44, -46.22
-46.19, -46.27
-49.07, -46.31
-46.64, -46.36
-50.58, -46.40
-51.95, -46.45
-51.98, -46.49
-46.77, -46.23
-41.00, -46.28
-44.92, -46.32
-49.33, -46.37
-48.66, -46.41
-48.77, -46.46
-44.42, -46.24
-47.97, -46.29
-47.68, -46.33
-47.77, -46.38
-50.40, -46.43
-50.76, -46.47
-50.43, -46.52
-44.87, -46.26
-47.72, -46.30
-48.45, -46.35
-50.47, -46.39
-55.50, -46.44
-51.40, -46.48
-52.63, -46.53
-46.45, -46.27
-47.10, -46.31
-50.56, -46.36
-49.22, -46.40
-52.09, -46.45
-52.96, -46.49
-54.61, -46.54
-46.31, -46.29
-49.74, -46.34
-52.80, -46.39
-46.67, -46.43
-56.13, -46.48
-49.87, -46.52
-51.06, -46.57
-45.40, -46.31
-45.25, -46.35
-44.16, -46.40
-48.08, -46.44
-47.99, -46.49
-51.32, -46.53
-53.43, -46.58
-44.10, -46.32
-46.38, -46.36
-47.01, -46.41
-46.63, -46.45
-50.46, -46.50
-54.88, -46.54
-49.70, -46.59
-45.31, -46.33
-46.78, -46.37
-48.00, -46.42
-50.31, -46.46
-55.11, -46.51
-51.25, -46.56
-52.72, -46.60
-44.46, -46.34
-46.92, -46.39
-47.79, -46.43
-48.89, -46.48
-51.31, -46.52
-49.71, -46.57
-53.51, -46.61
-45.22, -46.37
-49.14, -46.41
-48.72, -46.46
-46.35, -46.50
-52.76, -46.55
-49.22, -46.60
-50.92, -46.64
-45.36, -46.38
-46.59, -46.42
-44.52, -46.47
-47.85, -46.52
-48.29, -46.56
-49.77, -46.61
-52.20, -46.65
-45.03, -46.39
-45.57, -46.44
-48.23, -46.48
-46.81, -46.53
-48.82, -46.57
-52.05, -46.62
-50.91, -46.66
-46.56, -46.40
-46.82, -46.45
-50.88, -46.49
-49.38, -46.54
-52.84, -46.58
-50.81, -46.63
-53.31, -46.68
-45.24, -46.41
-47.41, -46.46
-47.82, -46.50
-47.53, -46.55
-50.85, -46.60
-51.58, -46.64
-52.22, -46.69
-46.49, -46.44
-45.52, -46.49
-48.69, -46.53
-45.66, -46.58
-49.50, -46.62
-50.57, -46.67
-51.30, -46.71
-45.05, -46.45
-45.66, -46.50
-43.73, -46.54
-46.50, -46.59
-48.02, -46.63
-49.85, -46.68
-51.20, -46.73
-45.03, -46.46
-45.16, -46.51
-47.91, -46.55
-47.27, -46.60
-52.03, -46.65
-51.36, -46.69
