x,y,z
0,50,0
0,25,0
0,0,0
0,-25,0
0,-25,15
0,0,15
0,25,15
0,50,15
0,50,30
0,25,30
0,0,30
0,-25,30
0,-25,45
0,0,45
0,25,45
0,50,45
