-46.44, -51.72
-46.19, -51.73
-49.07, -51.75
-46.64, -51.77
-50.58, -51.78
-51.95, -51.80
-51.98, -51.82
-46.77, -51.71
-41.00, -51.73
-44.92, -51.74
-49.33, -51.76
-48.66, -51.78
-48.77, -51.80
-44.42, -51.71
-47.97, -51.72
-47.68, -51.74
-47.77, -51.76
-50.40, -51.77
-50.76, -51.79
-50.43, -51.81
-44.87, -51.70
-47.72, -51.72
-48.45, -51.73
-50.47, -51.75
-55.50, -51.77
-51.40, -51.78
-52.63, -51.80
-46.45, -51.70
-47.10, -51.71
-50.56, -51.73
-49.22, -51.75
-52.09, -51.76
-52.96, -51.78
-54.61, -51.80
-46.31, -51.72
-49.74, -51.74
-52.80, -51.75
-46.67, -51.77
-56.13, -51.79
-49.87, -51.80
-51.06, -51.82
-45.40, -51.72
-45.25, -51.73
-44.16, -51.75
-48.08, -51.76
-47.99, -51.78
-51.32, -51.80
-53.43, -51.82
-44.10, -51.71
-46.38, -51.73
-47.01, -51.74
-46.63, -51.76
-50.46, -51.77
-54.88, -51.79
-49.70, -51.81
-45.31, -51.71
-46.78, -51.72
-48.00, -51.74
-50.31, -51.75
-55.11, -51.77
-51.25, -51.79
-52.72, -51.80
-44.46, -51.70
-46.92, -51.72
-47.79, -51.73
-48.89, -51.75
-51.31, -51.76
-49.71, -51.78
-53.51, -51.80
-45.22, -51.72
-49.14, -51.74
-48.72, -51.75
-46.35, -51.77
-52.76, -51.79
-49.22, -51.81
-50.92, -51.82
-45.36, -51.72
-46.59, -51.73
-44.52, -51.75
-47.85, -51.76
-48.29, -51.78
-49.77, -51.80
-52.20, -51.82
-45.03, -51.71
-45.57, -51.73
-48.23, -51.74
-46.81, -51.76
-48.82, -51.78
-52.05, -51.79
-50.91, -51.81
-46.56, -51.71
-46.82, -51.72
-50.88, -51.74
-49.38, -51.75
-52.84, -51.77
-50.81, -51.79
-53.31, -51.81
-45.24, -51.70
-47.41, -51.72
-47.82, -51.73
-47.53, -51.75
-50.85, -51.77
-51.58, -51.78
-52.22, -51.80
-46.49, -51.72
-45.52, -51.74
-48.69, -51.76
-45.66, -51.77
-49.50, -51.79
-50.57, -51.81
-51.30, -51.83
-45.05, -51.72
-45.66, -51.73
-43.73, -51.75
-46.50, -51.77
-48.02, -51.78
-49.85, -51.80
-51.20, -51.82
-45.03, -51.71
-45.16, -51.73
-47.91, -51.75
-47.27, -51.76
-52.03, -51.78
-51.36, -51.80
-49.92, -51.82
-46.52, -51.71
-46.01, -51.72
-49.54, -51.74
-48.71, -51.76
-50.72, -51.77
-49.51, -51.79
-50.47, -51.81
-45.65, -51.71
-48.19, -51.72
-47.70, -51.74
-47.49, -51.75
-49.41, -51.77
-53.87, -51.79
-51.79, -51.80
-45.63, -51.73
-46.48, -51.74
-48.64, -51.76
-45.26, -51.78
-51.79, -51.79
-49.28, -51.81
-51.01, -51.83
-46.29, -51.72
-45.34, -51.74
-42.93, -51.75
-45.43, -51.77
-47.54, -51.79
-51.97, -51.80
-52.14, -51.82
-44.79, -51.72
-45.32, -51.73
-47.43, -51.75
-47.72, -51.76
-50.70, -51.78
-51.03, -51.80
-50.96, -51.82
-46.97, -51.71
-46.90, -51.73
-48.18, -51.74
-48.90, -51.76
-53.02, -51.78
-49.00, -51.79
-49.81, -51.81
-46.14, -51.71
-46.57, -51.72
-47.57, -51.74
-48.09, -51.75
-50.06, -51.77
-52.23, -51.79
-50.60, -51.81
-45.58, -51.73
-46.40, -51.74
-49.01, -51.76
-44.69, -51.78
-48.72, -51.79
-48.58, -51.81
-49.74, -51.83
-45.44, -51.72
-45.48, -51.74
-43.08, -51.76
-45.47, -51.77
-48.75, -51.79
-48.71, -51.81
-53.55, -51.83
-44.88, -51.72
-44.83, -51.73
-48.47, -51.75
-47.43, -51.77
-48.50, -51.78
-50.05, -51.80
-49.99, -51.82
-46.05, -51.71
-45.42, -51.73
-47.51, -51.75
-48.87, -51.76
-52.66, -51.78
-52.67, -51.80
-50.49, -51.81
-45.15, -51.71
-46.15, -51.72
-47.90, -51.74
-49.93, -51.76
-48.66, -51.77
-51.34, -51.79
-50.98, -51.81
-45.94, -51.73
-46.28, -51.75
-48.80, -51.76
-44.24, -51.78
-46.63, -51.80
-49.44, -51.82
-51.11, -51.83
-45.46, -51.73
-45.07, -51.74
-44.29, -51.76
-46.08, -51.77
-46.40, -51.79
-52.04, -51.81
-54.27, -51.83
-45.25, -51.72
-44.41, -51.74
-47.43, -51.75
-46.36, -51.77
-47.09, -51.79
-51.48, -51.80
-49.93, -51.82
-46.10, -51.72
-47.09, -51.73
-46.84, -51.75
-51.47, -51.76
-50.03, -51.78
-48.67, -51.80
-52.79, -51.82
-44.46, -51.71
-46.20, -51.73
-45.62, -51.74
-51.94, -51.76
-50.29, -51.78
-51.82, -51.79
-51.40, -51.81
-46.80, -51.73
-44.84, -51.75
-47.16, -51.77
-43.17, -51.78
-45.35, -51.80
-48.82, -51.82
-49.94, -51.84
-47.35, -51.73
-45.98, -51.74
-45.78, -51.76
-46.21, -51.78
-48.90, -51.79
-49.92, -51.81
-54.33, -51.83
-45.88, -51.72
-44.47, -51.74
-47.11, -51.75
-46.17, -51.77
-47.32, -51.79
-49.26, -51.81
-50.95, -51.83
-45.96, -51.72
-44.64, -51.73
-46.58, -51.75
-50.16, -51.78
-47.89, -51.80
-49.04, -51.82
-44.29, -51.71
-46.28, -51.73
-45.66, -51.74
-47.58, -51.76
-51.46, -51.78
-51.61, -51.80
-51.07, -51.81
-46.42, -51.74
-45.05, -51.75
-45.90, -51.77
-43.04, -51.78
-44.89, -51.80
-49.27, -51.82
-47.57, -51.84
-47.22, -51.73
-47.19, -51.75
-45.47, -51.76
-47.51, -51.78
-48.47, -51.80
-49.71, -51.81
-55.99, -51.83
-45.82, -51.72
-44.98, -51.74
-46.35, -51.76
-46.63, -51.77
-47.31, -51.79
-48.27, -51.81
-50.78, -51.83
-46.03, -51.72
-45.19, -51.74
-47.80, -51.75
-47.84, -51.77
-51.02, -51.79
-47.88, -51.80
-48.56, -51.82
-44.44, -51.72
-46.20, -51.73
-45.75, -51.75
-48.03, -51.76
-49.60, -51.78
-51.49, -51.80
-51.67, -51.82
-46.17, -51.74
-45.95, -51.75
-45.27, -51.77
-43.34, -51.79
-45.20, -51.80
-48.23, -51.82
-48.99, -51.84
-48.15, -51.73
-47.42, -51.75
-44.68, -51.76
-44.90, -51.78
-49.04, -51.80
-50.32, -51.82
-50.76, -51.84
-44.60, -51.73
-44.96, -51.74
-46.10, -51.76
-46.68, -51.78
-46.65, -51.79
-48.61, -51.81
-50.76, -51.83
-47.91, -51.72
-44.56, -51.74
-46.81, -51.75
-47.85, -51.77
-51.84, -51.79
-53.42, -51.81
-48.97, -51.83
-44.59, -51.72
-45.84, -51.73
-45.61, -51.75
-49.19, -51.77
-47.34, -51.78
-50.83, -51.80
-51.43, -51.82
-45.61, -51.74
-47.63, -51.76
-46.16, -51.77
-43.71, -51.79
-45.23, -51.81
-51.55, -51.83
-49.08, -51.85
-45.60, -51.73
-46.64, -51.75
-45.05, -51.77
-44.97, -51.78
-47.27, -51.80
-51.11, -51.82
-50.89, -51.84
-46.18, -51.73
-44.88, -51.75
-46.64, -51.76
-53.94, -51.78
-45.68, -51.80
-48.03, -51.81
-51.00, -51.83
-46.43, -51.72
-45.22, -51.74
-46.28, -51.76
-48.79, -51.77
-48.25, -51.79
-50.94, -51.81
-48.84, -51.83
-45.59, -51.72
-46.08, -51.74
-45.42, -51.75
-47.57, -51.77
